id,user_id,date,amount,description,category,type,status,account_type,ml_category,confidence_score,created_at,updated_at
060bfd94-7147-438a-8938-0d1f858f8658,550e8400-e29b-41d4-a716-446655440000,2024-01-10,6.53,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
f0757070-6caa-43c2-9bc0-682d32fb0ce9,550e8400-e29b-41d4-a716-446655440000,2024-01-10,6.59,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
10f7f693-f7f3-45b7-8925-a4fee3b57e5c,550e8400-e29b-41d4-a716-446655440000,2024-01-10,-6.1,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
ce5ff1ba-f185-4611-a003-306e73d43223,550e8400-e29b-41d4-a716-446655440000,2024-01-09,6.62,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
a4ef1c3d-0f43-48c3-a9d8-f65be744caa1,550e8400-e29b-41d4-a716-446655440000,2024-01-09,9.83,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
90308e60-2ee8-471b-bd34-e93c09cda4ee,550e8400-e29b-41d4-a716-446655440000,2024-01-09,-1.37,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
25a9ad5c-945a-4b43-af95-07a38cd0ec06,550e8400-e29b-41d4-a716-446655440000,2024-01-09,-3.95,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
7ba73d43-72e4-41b9-831f-fd6c29ffb44a,550e8400-e29b-41d4-a716-446655440000,2024-01-09,8.95,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
84c42eb2-3354-4504-962c-43ed6d6ffbda,550e8400-e29b-41d4-a716-446655440000,2024-01-09,2.69,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
dc4de2cf-dd9e-435f-b49d-b60959552765,550e8400-e29b-41d4-a716-446655440000,2024-01-09,-4.27,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
2c0f16eb-f07b-4df2-912e-ad51223964b4,550e8400-e29b-41d4-a716-446655440000,2024-01-08,-8.08,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
ef1b8bb6-b6f3-4adc-9657-c425e5b646be,550e8400-e29b-41d4-a716-446655440000,2024-01-08,-10.23,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
0c3b0fda-d198-4ee3-a735-e52645c0f1b2,550e8400-e29b-41d4-a716-446655440000,2024-01-08,-10.92,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
9bd03b5b-e7ab-41b5-80b4-1d275f7491cf,550e8400-e29b-41d4-a716-446655440000,2024-01-08,-4.77,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
a2fc1857-20f4-408f-98df-2a4bc156aefe,550e8400-e29b-41d4-a716-446655440000,2024-01-08,5.13,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
23326575-d7f7-4259-8f5d-821bb5aca073,550e8400-e29b-41d4-a716-446655440000,2024-01-08,-2.93,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
2f84f366-6d25-4980-ba8e-dc0d7138e7c1,550e8400-e29b-41d4-a716-446655440000,2024-01-07,-5.91,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
5cf4cef5-6a1a-4243-93cb-fb5ddf90781d,550e8400-e29b-41d4-a716-446655440000,2024-01-07,0.66,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
dfd37be3-5aa0-44f4-b554-9a64ddc881d7,550e8400-e29b-41d4-a716-446655440000,2024-01-07,-4.98,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
c7da994c-1c6b-4aa9-8d5f-50efcf8909ea,550e8400-e29b-41d4-a716-446655440000,2024-01-07,-8.89,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
dc5211a0-978d-406e-8fb7-0f89590e2a3f,550e8400-e29b-41d4-a716-446655440000,2024-01-06,-9.13,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
677aec09-43e4-4f5f-8d8f-fc4a3a5b7f83,550e8400-e29b-41d4-a716-446655440000,2024-01-06,-4.54,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
adad0898-5004-48f5-b203-d378346fc290,550e8400-e29b-41d4-a716-446655440000,2024-01-06,8.64,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
c01697ad-86f6-45b9-99c0-19c1c55b26ab,550e8400-e29b-41d4-a716-446655440000,2024-01-06,-8.14,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
04c8efb8-cc90-4523-b0c3-1d7940cc61e3,550e8400-e29b-41d4-a716-446655440000,2024-01-06,-4.85,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
940b8e23-423c-472e-9fc8-44bf552446b8,550e8400-e29b-41d4-a716-446655440000,2024-01-06,-3.14,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
e405549e-cef8-4d62-9841-9a6629eb1e9e,550e8400-e29b-41d4-a716-446655440000,2024-01-06,2.83,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
5c384118-b93b-48c4-838e-3cbfc985976e,550e8400-e29b-41d4-a716-446655440000,2024-01-06,6.62,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
d808a56f-a121-4936-aab9-ae94bee47127,550e8400-e29b-41d4-a716-446655440000,2024-01-06,1.73,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
96d94069-2bd3-49ca-aee5-8b0e49003b1f,550e8400-e29b-41d4-a716-446655440000,2024-01-06,6.1,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
cc7625dd-ed84-4e4e-bb25-ce0da9c92516,550e8400-e29b-41d4-a716-446655440000,2024-01-06,1.13,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
7b392ff5-7413-4b3f-b861-49293ec44a86,550e8400-e29b-41d4-a716-446655440000,2024-01-05,-17.18,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
595dfa4c-fe4e-4144-9482-a94d9c28fa44,550e8400-e29b-41d4-a716-446655440000,2024-01-05,7.26,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
85183c74-00c9-49ae-a646-d7fa7c3c6f97,550e8400-e29b-41d4-a716-446655440000,2024-01-05,-4.57,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
c55dbcbe-3b2e-4454-adcd-d846310d7774,550e8400-e29b-41d4-a716-446655440000,2024-01-05,3.97,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
5369b9e8-c7de-4d57-8c64-9db1312bcb11,550e8400-e29b-41d4-a716-446655440000,2024-01-05,4.54,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
7745a760-cb46-4e64-90e8-ff1c856a8db7,550e8400-e29b-41d4-a716-446655440000,2024-01-04,-7.37,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
03ecb43c-e560-4adc-bd4b-d671d69562ba,550e8400-e29b-41d4-a716-446655440000,2024-01-04,-22.55,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
9f62d4bf-687e-4e5b-a4d1-7a32164ccf59,550e8400-e29b-41d4-a716-446655440000,2024-01-04,7.56,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
ad45cd2f-df39-4210-9c03-d13a05f341ea,550e8400-e29b-41d4-a716-446655440000,2024-01-04,-6.3,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
fb141af2-bfa0-47d0-97b6-77e4bff331fa,550e8400-e29b-41d4-a716-446655440000,2024-01-04,-5.96,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
55d6215d-2d1f-4006-8958-69d8d5de212a,550e8400-e29b-41d4-a716-446655440000,2024-01-04,-9.73,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
8e598d07-e2b3-410b-a3a4-809a0815c064,550e8400-e29b-41d4-a716-446655440000,2024-01-04,-8.99,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
dbc40734-0c60-45bb-8a70-141996063033,550e8400-e29b-41d4-a716-446655440000,2024-01-03,-2.97,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
894c7335-6c0a-47d6-b92e-005e94fd59a8,550e8400-e29b-41d4-a716-446655440000,2024-01-03,-1.41,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
bf88abf4-f5dc-4dd4-bfe6-cf5b0ff95bcf,550e8400-e29b-41d4-a716-446655440000,2024-01-03,-1.56,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
d1281a04-3dc8-4dfb-8ee0-dbd0457c0b79,550e8400-e29b-41d4-a716-446655440000,2024-01-03,-1.09,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
79c7411d-e719-4006-b356-86141c094049,550e8400-e29b-41d4-a716-446655440000,2024-01-02,-18.25,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
88ad9e32-414b-41f8-9333-3681ec485625,550e8400-e29b-41d4-a716-446655440000,2024-01-02,-3.7,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
3d2c3437-ebae-49a4-b1ae-80d714aa8820,550e8400-e29b-41d4-a716-446655440000,2024-01-02,-6.65,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
276debea-4006-4a9b-8701-2e6028272a9f,550e8400-e29b-41d4-a716-446655440000,2024-01-02,7.43,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
c98b5cfd-214a-4507-a965-4cd813c6651e,550e8400-e29b-41d4-a716-446655440000,2024-01-02,-7.2,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
dbc28b9e-136e-481b-af09-eb54c50e6fe9,550e8400-e29b-41d4-a716-446655440000,2024-01-02,-4.47,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
b0293aea-94f7-4b22-ae44-129f0918dde4,550e8400-e29b-41d4-a716-446655440000,2024-01-02,8.84,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
f064b232-f453-499a-8eba-43f6a8ffbd42,550e8400-e29b-41d4-a716-446655440000,2024-01-02,-0.97,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
e37f60ff-cf2e-42be-94e3-66b3be716beb,550e8400-e29b-41d4-a716-446655440000,2024-01-02,3.26,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
e5ed7c03-dbd5-469f-893a-4742ac63b8e5,550e8400-e29b-41d4-a716-446655440000,2024-01-01,-5.18,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
d0159ccf-6368-4659-b943-3e8b9d1e56ac,550e8400-e29b-41d4-a716-446655440000,2024-01-01,-21.4,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
77d75a24-2bea-4c50-99b4-aaa0b3a18d1d,550e8400-e29b-41d4-a716-446655440000,2024-01-01,4.61,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
eaaf9847-2744-459c-a293-c665d1d6b7d1,550e8400-e29b-41d4-a716-446655440000,2024-01-01,0.09,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
9e772543-c90a-4fda-925c-86ac1017063a,550e8400-e29b-41d4-a716-446655440000,2023-12-31,2.76,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
b6d23396-63ad-40d5-9c23-5237529f2d11,550e8400-e29b-41d4-a716-446655440000,2023-12-31,-7.2,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
d660ccd5-eedf-4a2b-a17a-4b19de3dbfe3,550e8400-e29b-41d4-a716-446655440000,2023-12-31,0.12,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
abd80447-335e-4e3f-8fd6-5a5de8f00aa4,550e8400-e29b-41d4-a716-446655440000,2023-12-31,-9.01,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
ba56cc29-1376-42d3-9e8f-9b3f1adc7d3c,550e8400-e29b-41d4-a716-446655440000,2023-12-31,-9.43,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
083b5f31-8ea0-46a4-b79b-271a1be95003,550e8400-e29b-41d4-a716-446655440000,2023-12-31,-7.24,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
e0ae9c62-c643-4eb3-8be3-15b91599ddfd,550e8400-e29b-41d4-a716-446655440000,2023-12-31,1.18,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
ebf8c037-c175-4cfd-8143-706b7bb44c54,550e8400-e29b-41d4-a716-446655440000,2023-12-30,-1.79,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
84800ab3-e164-4c84-820f-fd9a923fd5d6,550e8400-e29b-41d4-a716-446655440000,2023-12-30,1.91,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
b7587a5b-4194-4a8d-9436-6edf187d5aaa,550e8400-e29b-41d4-a716-446655440000,2023-12-30,0.3,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
84d3da2f-c347-41b3-8e5e-a8819ea482b8,550e8400-e29b-41d4-a716-446655440000,2023-12-30,-5.91,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
9a10aefe-e3cf-4537-bac5-3afaf7522961,550e8400-e29b-41d4-a716-446655440000,2023-12-30,-2.47,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
9c054f8b-842b-45fd-9ae6-0552f5fdf31a,550e8400-e29b-41d4-a716-446655440000,2023-12-30,8.13,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
deb86039-5163-426e-a880-1a78b389f118,550e8400-e29b-41d4-a716-446655440000,2023-12-29,8.02,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
1e8b879e-d4aa-4a1b-9d49-a5db96db109c,550e8400-e29b-41d4-a716-446655440000,2023-12-29,-12.64,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
e11667e1-c5df-4707-ba97-e8636b021e88,550e8400-e29b-41d4-a716-446655440000,2023-12-29,-6.16,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
a7e7f55c-e1d2-4976-bbca-51b8b613d92e,550e8400-e29b-41d4-a716-446655440000,2023-12-29,-4.37,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
a214d43c-d21a-44bf-85fd-9611ec342786,550e8400-e29b-41d4-a716-446655440000,2023-12-29,6.83,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
3439768a-498e-467b-96b6-35683c11e0d5,550e8400-e29b-41d4-a716-446655440000,2023-12-29,7.18,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
9f36a0ee-06a8-4694-8d90-81e8ff03d458,550e8400-e29b-41d4-a716-446655440000,2023-12-29,9.41,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
0af0e8c1-a684-440f-93de-69495d9078e7,550e8400-e29b-41d4-a716-446655440000,2023-12-29,8.42,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
d5943769-7c33-43ea-a5f2-7e24ea1450c6,550e8400-e29b-41d4-a716-446655440000,2023-12-29,-3.08,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
35c02498-345e-4709-a4b6-ea2968e9f553,550e8400-e29b-41d4-a716-446655440000,2023-12-28,-11.62,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
e7ca2060-ece7-4989-b6c9-827685778133,550e8400-e29b-41d4-a716-446655440000,2023-12-28,7.58,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
c1ce8765-ee48-427d-8641-824fd9bdee65,550e8400-e29b-41d4-a716-446655440000,2023-12-28,0.2,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
538826e8-111c-48a6-b0b8-d24bf6b53cf6,550e8400-e29b-41d4-a716-446655440000,2023-12-28,-7.06,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
72d0c503-c60b-4353-90a1-bb3bdb72afa8,550e8400-e29b-41d4-a716-446655440000,2023-12-28,-0.67,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
816c1b58-6e57-4b7c-8001-c3e2306812b9,550e8400-e29b-41d4-a716-446655440000,2023-12-28,-5.65,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
c3eebbd6-4e64-4bd9-92c2-ac114aa9ccd3,550e8400-e29b-41d4-a716-446655440000,2023-12-28,-5.69,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
9c151d70-4dd4-43b1-b642-0600b67684fa,550e8400-e29b-41d4-a716-446655440000,2023-12-28,2.35,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
a0e53ea5-27c9-495b-ada3-d926cd02bc37,550e8400-e29b-41d4-a716-446655440000,2023-12-28,5.91,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
6d18f85f-f81f-4549-ac4e-932916fa9322,550e8400-e29b-41d4-a716-446655440000,2023-12-28,-2.12,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
7af6721a-9a30-4195-bf3f-3cb532b54f55,550e8400-e29b-41d4-a716-446655440000,2023-12-27,9.7,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
c6509407-566e-463f-b84f-1bf2e931e63f,550e8400-e29b-41d4-a716-446655440000,2023-12-27,-6.8,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
443583be-0f61-4601-a04b-e3f32b791325,550e8400-e29b-41d4-a716-446655440000,2023-12-27,8.66,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
3b75b710-067b-4af7-939c-326809e6eb9a,550e8400-e29b-41d4-a716-446655440000,2023-12-27,-4.28,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
ad81ec91-c42d-4b57-b063-f9600f9c84be,550e8400-e29b-41d4-a716-446655440000,2023-12-27,-0.33,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
45ee92be-4ba4-41b4-94af-505d7b3dfec3,550e8400-e29b-41d4-a716-446655440000,2023-12-27,7.73,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
11490fbe-a634-4064-8a69-e9fbfa15ad78,550e8400-e29b-41d4-a716-446655440000,2023-12-27,-2.3,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
6e09d4f7-1a20-44c9-b031-20be6ac98439,550e8400-e29b-41d4-a716-446655440000,2023-12-27,-4.5,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
6f3a4caf-45d3-4019-ad8e-648119fbdbf1,550e8400-e29b-41d4-a716-446655440000,2023-12-27,-3.52,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
35347480-c438-4c43-81fb-c591a6eebfab,550e8400-e29b-41d4-a716-446655440000,2023-12-26,-6.62,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
d0b4f7bc-89ac-4624-aed4-2e1cb593b4ad,550e8400-e29b-41d4-a716-446655440000,2023-12-26,-7.75,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
de94a2c0-befb-4d51-8fa7-6515483a920e,550e8400-e29b-41d4-a716-446655440000,2023-12-26,-9.52,Miscellaneous Expense,misc,expense,posted,checking,,,2025-06-22T20:06:38.989748+00:00,2025-06-22T20:06:38.989748+00:00
12b25ab8-6e60-4f2d-a38e-30b06263df35,550e8400-e29b-41d4-a716-446655440000,2023-12-26,9.01,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
f00e460d-943c-4aa6-8f8b-258354618a2a,550e8400-e29b-41d4-a716-446655440000,2023-12-26,-0.29,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
aec6c298-e3d8-4e58-a257-9d9c1a642a12,550e8400-e29b-41d4-a716-446655440000,2023-12-26,6.32,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
b3327922-b534-41eb-b962-3e41d3481d89,550e8400-e29b-41d4-a716-446655440000,2023-12-26,7.0,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
e5b9aa9b-7d27-4c42-8867-0598af01a58d,550e8400-e29b-41d4-a716-446655440000,2023-12-26,2.26,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
fb1cd8a7-8f86-41a7-aee6-13af8b9b0787,550e8400-e29b-41d4-a716-446655440000,2023-12-26,8.87,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
2adf5c4a-9a23-4720-a322-47992703fda5,550e8400-e29b-41d4-a716-446655440000,2023-12-26,2.15,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
8a16f686-14f7-45a6-928e-494716091040,550e8400-e29b-41d4-a716-446655440000,2023-12-26,4.27,Miscellaneous Sale,misc,income,posted,checking,,,2025-06-22T20:06:41.856198+00:00,2025-06-22T20:06:41.856198+00:00
